policy,budget,beta,total_cost_spent,total_cost_spent_ci95_low,total_cost_spent_ci95_high,probes,probes_ci95_low,probes_ci95_high,partial_recal,partial_recal_ci95_low,partial_recal_ci95_high,full_recal,full_recal_ci95_low,full_recal_ci95_high,cumulative_reward_mean,cumulative_reward_ci95_low,cumulative_reward_ci95_high,time_to_failure_median,time_to_failure_IQR,time_to_failure_iqr_q1,time_to_failure_iqr_q3,unnecessary_recalibration_rate,unnecessary_recalibration_rate_ci95_low,unnecessary_recalibration_rate_ci95_high,post_shock_ttf_median,collapse_rate_20,recal_cost_spent_post_shock
periodic_full,30.0,0.3,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,71.84128641444165,70.51629864451917,73.16627418436414,14.0,10.0,9.0,19.0,0.202,0.1877087911228964,0.21629120887710362,0.0,0.0,0.0
periodic_partial,30.0,0.3,28.0,28.0,28.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,134.54470044691948,133.52868657877684,135.5607143150621,13.0,10.0,8.0,18.0,0.08799999999999997,0.08180150486942452,0.09419849513057542,0.0,0.0,0.0
threshold,30.0,0.3,29.7,29.63733992843015,29.762660071569847,0.0,0.0,0.0,1.05,0.8306897495055375,1.2693102504944624,2.55,2.45600989264523,2.6439901073547696,41.3397122533829,40.52428712316106,42.15513738360474,17.0,9.25,12.0,21.25,0.6505714285714286,0.6234153056050982,0.677727551537759,0.0,0.0,0.0
conservative_bandit,30.0,0.3,29.904,29.832568165060067,29.975431834939933,3.908,3.519159574184091,4.296840425815909,5.522,5.324210857677067,5.7197891423229335,0.0,0.0,0.0,77.75057825611512,76.34653175432736,79.15462475790288,12.0,10.0,7.0,17.0,0.43066666666666664,0.4017936825214641,0.4595396508118692,0.0,0.0,1.672
periodic_full,30.0,0.4,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,71.93785514601029,70.56955097734173,73.30615931467885,14.0,7.0,11.0,18.0,0.19466666666666665,0.18025090370156646,0.20908242963176685,0.0,0.0,0.0
periodic_partial,30.0,0.4,28.0,28.0,28.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,133.67764099932904,132.65485655665066,134.70042544200743,13.0,10.0,8.0,18.0,0.08542857142857142,0.07913134959623844,0.09172579326090441,0.0,0.0,0.0
threshold,30.0,0.4,29.672,29.60702282032161,29.73697717967839,0.0,0.0,0.0,1.148,0.9205798711256312,1.3754201288743686,2.508,2.4105342304824133,2.6054657695175867,40.59469138815146,39.79115008449175,41.398232691811174,16.0,8.0,12.0,20.0,0.6532380952380952,0.6257488624381652,0.6807273280380252,0.0,0.0,0.0
conservative_bandit,30.0,0.4,29.876,29.792547403944656,29.959452596055346,4.262,3.8551458750643484,4.668854124935651,5.338,5.130666721735869,5.545333278264131,0.0,0.0,0.0,77.95201554984702,76.5404151350132,79.36361596468083,12.0,10.0,7.0,17.0,0.40657142857142853,0.37792714255409365,0.4352157145887634,0.0,0.0,1.752
periodic_full,30.0,0.5,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,70.7000111452236,69.33818848703181,72.06183380341538,14.0,9.0,9.0,18.0,0.2106666666666667,0.19656186472200904,0.22477146861132435,0.0,0.0,0.0
periodic_partial,30.0,0.5,28.0,28.0,28.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,134.40433792563383,133.41085545593674,135.3978203953309,14.0,10.0,8.0,18.0,0.09171428571428569,0.08539912559797913,0.09802944583059225,0.0,0.0,0.0
threshold,30.0,0.5,29.668,29.602706061843996,29.733293938156002,0.0,0.0,0.0,1.162,0.9334712164539922,1.3905287835460076,2.502,2.4040590927659964,2.599940907234003,40.274678409448924,39.49186624505556,41.05749057384229,16.0,9.0,12.0,21.0,0.6584761904761904,0.6314196788023063,0.6855327021500746,0.0,0.0,0.0
conservative_bandit,30.0,0.5,29.948,29.895553093674017,30.000446906325983,4.53,4.120658165104529,4.939341834895472,5.222,5.015691111470756,5.428308888529245,0.0,0.0,0.0,79.0751429751115,77.57591799980756,80.57436795041545,13.0,9.0,8.0,17.0,0.4033333333333333,0.374279819489623,0.4323868471770436,0.0,0.0,2.056
periodic_full,35.0,0.1,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,71.44428599101757,70.0856028885448,72.80296909349033,14.0,8.25,10.0,18.25,0.21933333333333332,0.20545905049606578,0.23320761617060087,0.0,0.0,0.0
periodic_partial,35.0,0.1,32.0,32.0,32.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,141.85129991992684,141.16416959213387,142.53843024771982,13.0,10.0,8.0,18.0,0.08725,0.08158492754752567,0.09291507245247432,0.0,0.0,4.0
threshold,35.0,0.1,33.552,33.478837141698335,33.625162858301664,0.0,0.0,0.0,2.568,2.3119299959441673,2.824070004055833,2.328,2.2182557125475,2.4377442874524995,41.48125480161042,40.70549849193947,42.257011111281365,19.0,9.0,14.0,23.0,0.67375,0.6467108779128002,0.7007891220871997,0.0,0.0,0.0
conservative_bandit,35.0,0.1,33.864,33.761169780507466,33.96683021949253,3.684,3.2812654046529173,4.0867345953470835,6.614,6.405754402710691,6.822245597289308,0.004,-0.0015381595519129718,0.009538159551912971,78.14813831700926,76.79113685245302,79.50513978156549,13.0,9.0,8.0,17.0,0.47983333333333333,0.45264518214087707,0.5070214845257895,0.0,0.0,1.64
periodic_full,35.0,0.2,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,71.13469733693692,69.74831957295821,72.52107510091564,14.0,9.0,9.0,18.0,0.2026666666666667,0.1883882724956674,0.216945060837666,0.0,0.0,0.0
periodic_partial,35.0,0.2,32.0,32.0,32.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,142.14220066451554,141.41058413267845,142.87381719635263,13.0,9.0,9.0,18.0,0.07925,0.07348757922515435,0.08501242077484565,0.0,0.0,4.0
threshold,35.0,0.2,33.616,33.5468818526189,33.6851181473811,0.0,0.0,0.0,2.344,2.102086484166167,2.5859135158338327,2.424,2.3203227789283574,2.5276772210716425,41.1552707296534,40.32825581938878,41.982285639918025,18.0,10.0,12.0,22.0,0.64625,0.6197882634355942,0.6727117365644057,0.0,0.0,0.0
conservative_bandit,35.0,0.2,33.84,33.73565012759115,33.94434987240886,3.776,3.379840628721592,4.172159371278408,6.562,6.356187262919203,6.7678127370807974,0.004,-0.0015381595519129718,0.009538159551912971,79.26681659593244,77.82585363354586,80.70777955831902,13.0,9.0,8.0,17.0,0.46991666666666665,0.4426316046184046,0.4972017287149287,0.0,0.0,1.944
periodic_full,35.0,0.3,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,71.39529676321644,70.0832699931799,72.70732353325297,14.0,8.0,10.0,18.0,0.21866666666666668,0.20477303808185388,0.23256029525147948,0.0,0.0,0.0
periodic_partial,35.0,0.3,32.0,32.0,32.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,141.83219438897737,141.0890319861347,142.57535679182004,13.0,9.0,9.0,18.0,0.08675,0.08102611811375397,0.09247388188624601,0.0,0.0,4.0
threshold,35.0,0.3,33.604,33.53407128086172,33.67392871913828,0.0,0.0,0.0,2.386,2.1412494830160154,2.630750516983985,2.406,2.301106921292578,2.510893078707422,41.347521013797824,40.460581213146455,42.23446081444919,18.0,9.0,13.0,22.0,0.66925,0.6435830270346813,0.6949169729653187,0.0,0.0,0.0
conservative_bandit,35.0,0.3,33.784,33.65548486743033,33.912515132569666,3.612,3.231465605773172,3.992534394226828,6.63,6.42920576859199,6.83079423140801,0.004,-0.0015381595519129718,0.009538159551912971,79.61097744641008,78.2100253445925,81.01192954822766,13.0,9.0,8.0,17.0,0.48708333333333337,0.4599187506792928,0.514247915987374,0.0,0.0,2.04
periodic_full,35.0,0.4,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,69.62224812326114,68.24927164045232,70.99522460606997,14.0,10.0,9.0,19.0,0.212,0.1979277418502858,0.22607225814971418,0.0,0.0,0.0
periodic_partial,35.0,0.4,32.0,32.0,32.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,141.4649187146483,140.71147681839523,142.21836061090136,14.0,9.0,9.0,18.0,0.0855,0.07969494318984403,0.09130505681015598,0.0,0.0,4.0
threshold,35.0,0.4,33.64,33.57258151749285,33.70741848250715,0.0,0.0,0.0,2.26,2.0240353112249685,2.495964688775031,2.46,2.358872276239272,2.5611277237607277,40.71822818556642,39.92016898031231,41.51628739082052,18.0,10.0,12.0,22.0,0.641,0.6139481663429553,0.6680518336570447,0.0,0.0,0.0
conservative_bandit,35.0,0.4,33.932,33.86339433289942,34.00060566710059,4.212,3.8030913750159177,4.620908624984082,6.352,6.141345179751833,6.562654820248167,0.01,0.0012698160257386976,0.0187301839742613,80.58551891904095,79.15230702917303,82.01873080890887,13.0,9.0,8.0,17.0,0.4358333333333333,0.40883791857138396,0.4628287480952826,0.0,0.0,2.592
periodic_full,35.0,0.5,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,71.98009627144648,70.57123245077841,73.38896009211456,14.0,9.0,9.0,18.0,0.21466666666666664,0.20066265459403249,0.2286706787393008,0.0,0.0,0.0
periodic_partial,35.0,0.5,32.0,32.0,32.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,142.43678282432634,141.7453021468475,143.12826350180518,14.0,9.0,9.0,18.0,0.0865,0.08060251430905085,0.09239748569094913,0.0,0.0,4.0
threshold,35.0,0.5,33.62,33.55115774238982,33.688842257610176,0.0,0.0,0.0,2.33,2.0890520983643865,2.5709479016356136,2.43,2.326736613584737,2.533263386415263,41.0006512502062,40.18385749427871,41.81744500613368,17.0,10.0,12.0,22.0,0.6565,0.6308147277370387,0.6821852722629612,0.0,0.0,0.0
conservative_bandit,35.0,0.5,33.892,33.79732289683918,33.98667710316083,4.558,4.1357207031782774,4.980279296821722,6.154,5.933730288235896,6.374269711764104,0.016,0.004990607908314968,0.027009392091685035,82.37687058924188,80.83108449060633,83.92265668787742,13.0,9.0,8.0,17.0,0.429,0.4010548468369926,0.4569451531630074,0.0,0.0,2.76
periodic_full,40.0,0.1,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,105.57500268390038,104.70541166075257,106.44459370704818,14.0,10.0,9.0,19.0,0.1535,0.1428211706825522,0.1641788293174478,0.0,0.0,0.0
periodic_partial,40.0,0.1,40.0,40.0,40.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,147.80795660185848,147.18333491675168,148.43257828696528,13.0,9.25,8.0,17.25,0.07479999999999999,0.06947374214692577,0.08012625785307421,0.0,0.0,4.0
threshold,40.0,0.1,40.0,40.0,40.0,0.0,0.0,0.0,2.04,1.6864283655588832,2.3935716344411166,3.184,3.0425713462235535,3.325428653776447,40.63698393333047,39.862000345031745,41.411967521629194,18.0,9.25,14.75,24.0,0.6551,0.6289802391323434,0.6812197608676567,0.0,0.0,0.0
conservative_bandit,40.0,0.1,39.772,39.65441256981004,39.889587430189955,4.112,3.7609954965215913,4.463004503478409,7.722,7.503301124906565,7.940698875093436,0.066,0.04421531901884029,0.08778468098115971,78.92597439776344,77.52761756827735,80.32433122724953,13.0,10.0,7.0,17.0,0.5142666666666666,0.48886326412562575,0.5396700692077075,0.0,0.0,2.944
periodic_full,40.0,0.2,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,105.82662359803051,105.0033771338921,106.64987006216892,14.0,9.0,10.0,19.0,0.1525,0.14180100392400913,0.16319899607599087,0.0,0.0,0.0
periodic_partial,40.0,0.2,40.0,40.0,40.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,147.65263886368652,147.06630656679587,148.23897116057717,14.0,9.0,9.0,18.0,0.078,0.07259408888808742,0.08340591111191258,0.0,0.0,4.0
threshold,40.0,0.2,40.0,40.0,40.0,0.0,0.0,0.0,1.68,1.3519635505857792,2.0080364494142207,3.328,3.1967854202343116,3.459214579765688,40.91027254813552,40.119609047007145,41.70093604926389,18.0,9.0,14.0,23.0,0.6672,0.642244608734415,0.692155391265585,0.0,0.0,0.0
conservative_bandit,40.0,0.2,39.564,39.36280734361621,39.76519265638379,4.064,3.723228961009258,4.4047710389907415,7.744,7.531410400818477,7.956589599181522,0.046,0.02761943310780222,0.06438056689219777,78.16663145740415,76.78298824156032,79.55027467324798,12.0,10.0,7.0,17.0,0.5130444444444445,0.48735406252957436,0.5387348263593147,0.0,0.0,2.724
periodic_full,40.0,0.3,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,106.58687643188343,105.72063142887376,107.45312143489309,15.0,9.0,10.0,19.0,0.156,0.14537492450574976,0.16662507549425024,0.0,0.0,0.0
periodic_partial,40.0,0.3,40.0,40.0,40.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,147.98299767446915,147.3323055145494,148.6336898343889,14.0,10.0,9.0,19.0,0.08059999999999999,0.07493835825732102,0.08626164174267896,0.0,0.0,4.0
threshold,40.0,0.3,40.0,40.0,40.0,0.0,0.0,0.0,1.68,1.3519635505857792,2.0080364494142207,3.328,3.1967854202343116,3.459214579765688,41.0467973448451,40.22523042496516,41.868364264725045,19.0,9.0,14.0,23.0,0.6702,0.6449291922067171,0.695470807793283,0.0,0.0,0.0
conservative_bandit,40.0,0.3,39.58,39.383184701704145,39.77681529829585,5.01,4.614851700703554,5.405148299296446,7.19,6.945739159100781,7.43426084089922,0.08,0.05619628698066174,0.10380371301933827,81.99346280275675,80.3840735335613,83.6028520719522,13.0,11.0,7.0,18.0,0.4615333333333333,0.4343000096583337,0.4887666570083329,0.0,0.0,4.204
periodic_full,40.0,0.4,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,106.31008600444532,105.43763388804203,107.18253812084862,14.0,8.0,10.0,18.0,0.1625,0.1520374750247507,0.1729625249752493,0.0,0.0,0.0
periodic_partial,40.0,0.4,40.0,40.0,40.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,147.60375747535085,146.9701348834432,148.2373800672585,14.0,8.25,9.75,18.0,0.07880000000000001,0.07325728279450953,0.08434271720549048,0.0,0.0,4.0
threshold,40.0,0.4,40.0,40.0,40.0,0.0,0.0,0.0,1.82,1.4814536433644836,2.1585463566355165,3.272,3.1365814573457933,3.4074185426542063,40.78339625468194,39.959633254692086,41.60715925467179,18.0,8.0,14.0,22.0,0.6542,0.6289321778932169,0.6794678221067831,0.0,0.0,0.0
conservative_bandit,40.0,0.4,39.472,39.25209876790943,39.69190123209057,5.046,4.651612418199868,5.440387581800133,7.18,6.936469892319875,7.423530107680125,0.066,0.04421531901884029,0.08778468098115971,81.92314253572141,80.3905861774477,83.45569889399512,13.0,9.0,8.0,17.0,0.4514222222222222,0.4241058573105918,0.47873858713385264,0.0,0.0,4.12
periodic_full,40.0,0.5,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,105.59847477314423,104.74639543032183,106.45055411596664,14.0,8.0,10.0,18.0,0.1575,0.14690948830906875,0.16809051169093125,0.0,0.0,0.0
periodic_partial,40.0,0.5,40.0,40.0,40.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,147.64914126510268,147.01460305328234,148.28367947692303,14.0,10.0,8.0,18.0,0.07940000000000001,0.07402290416980187,0.08477709583019816,0.0,0.0,4.0
threshold,40.0,0.5,40.0,40.0,40.0,0.0,0.0,0.0,1.66,1.333530309219989,1.9864696907800108,3.336,3.2054121236879953,3.4665878763120044,41.005800419240565,40.21103858777899,41.80056225070214,18.0,9.0,14.0,23.0,0.6636,0.6376523387262135,0.6895476612737864,0.0,0.0,0.0
conservative_bandit,40.0,0.5,39.704,39.548412899504875,39.859587100495126,5.212,4.801512938188022,5.622487061811977,7.18,6.942617077227429,7.41738292277257,0.056,0.0358262883414041,0.0761737116585959,81.49954332349732,79.992060069661,83.00702657733365,13.0,11.0,7.0,18.0,0.4520222222222222,0.4247071227956842,0.47933732164876025,0.0,0.0,4.496
periodic_full,50.0,0.1,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,119.02916290708069,118.15426253150123,119.90406328266015,14.0,10.0,9.0,19.0,0.1224,0.11384879401396321,0.13095120598603677,0.0,0.0,0.0
periodic_partial,50.0,0.1,48.0,48.0,48.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,152.25714415143517,151.72091586323018,152.79337243964017,14.0,9.0,9.0,18.0,0.0815,0.07584803684474589,0.08715196315525411,0.0,0.0,4.0
threshold,50.0,0.1,49.628,49.55971827742011,49.69628172257989,0.0,0.0,0.0,2.232,1.822309664520665,2.6416903354793355,4.07,3.899295693550277,4.240704306449723,41.09805693465701,40.268585251946206,41.92752861736781,19.0,9.0,15.0,24.0,0.6532666666666667,0.6290517380957428,0.6774815952375906,0.0,0.0,0.0
conservative_bandit,50.0,0.1,49.02,48.66079892881692,49.37920107118309,3.944,3.4876686417724465,4.400331358227553,10.108,9.803391923752127,10.412608076247874,0.07,0.04761297971246042,0.09238702028753959,81.36527807209873,79.8839020022208,82.84665414197667,12.0,9.0,7.0,16.0,0.5395532467532469,0.5151951380615843,0.5639113554449094,0.0,0.0,3.152
periodic_full,50.0,0.2,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,119.09568005276046,118.23065983526841,119.9607002702525,14.0,9.0,10.0,19.0,0.13159999999999997,0.12327543029763943,0.1399245697023605,0.0,0.0,0.0
periodic_partial,50.0,0.2,48.0,48.0,48.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,151.90257582430164,151.3453086442405,152.45984300436277,13.5,9.25,8.0,17.25,0.08516666666666665,0.07940231179896913,0.09093102153436418,0.0,0.002,4.0
threshold,50.0,0.2,49.688,49.62432494676871,49.751675053231295,0.0,0.0,0.0,1.872,1.4899496806122412,2.254050319387759,4.22,4.060812366921767,4.3791876330782324,40.71084276612769,39.92009213547283,41.50159339678255,19.0,10.0,14.0,24.0,0.6755666666666668,0.6531496316317067,0.6979837017016268,0.0,0.0,0.0
conservative_bandit,50.0,0.2,48.976,48.606656382358395,49.3453436176416,4.14,3.680545307446949,4.59945469255305,10.044,9.74328715465496,10.344712845345041,0.052,0.032518982385548,0.071481017614452,81.9935814535774,80.45205264552827,83.53511026162654,13.0,9.0,8.0,17.0,0.5224214285714286,0.4968786996527388,0.5479641574901184,0.0,0.0,3.944
periodic_full,50.0,0.3,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,118.42971016839208,117.5460136004499,119.31340673633426,14.0,9.0,9.0,18.0,0.12440000000000001,0.11589103207678884,0.13290896792321116,0.0,0.0,0.0
periodic_partial,50.0,0.3,48.0,48.0,48.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,151.57922502070437,151.04210914101031,152.11634090039843,13.0,10.0,7.0,17.0,0.08033333333333331,0.07473273951044232,0.0859339271562243,0.0,0.0,4.0
threshold,50.0,0.3,49.648,49.58117242007916,49.71482757992084,0.0,0.0,0.0,2.112,1.7110345204749648,2.5129654795250356,4.12,3.9529310501979023,4.287068949802098,40.80805513082926,40.06170748461886,41.55440277703966,19.0,9.0,15.0,24.0,0.6315666666666666,0.6069580072127396,0.6561753261205936,0.0,0.0,0.0
conservative_bandit,50.0,0.3,49.264,48.97370500303428,49.55429499696572,4.102,3.639845512487593,4.564154487512408,10.11,9.815131916183342,10.404868083816657,0.062,0.04084061393998224,0.08315938606001776,81.43844258638954,79.94268112293933,82.93420404983975,13.0,10.0,7.0,17.0,0.5281214285714285,0.5019504130042176,0.5542924441386394,0.0,0.0,4.52
periodic_full,50.0,0.4,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,119.37317333705478,118.50841445015251,120.23793222395705,13.0,9.0,9.0,18.0,0.12639999999999998,0.1179371188332054,0.13486288116679457,0.0,0.0,0.0
periodic_partial,50.0,0.4,48.0,48.0,48.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,152.29995641274033,151.78073009310913,152.81918273237153,13.0,10.0,8.0,18.0,0.07966666666666666,0.07428335114194176,0.08504998219139157,0.0,0.002,4.0
threshold,50.0,0.4,49.616,49.5468818526189,49.6851181473811,0.0,0.0,0.0,2.304,1.889291115713429,2.7187088842865705,4.04,3.867204631547262,4.2127953684527375,40.599290360274956,39.7950841459613,41.403496574588615,19.0,9.0,15.0,24.0,0.6631666666666667,0.638973282160959,0.6873600511723743,0.0,0.0,0.0
conservative_bandit,50.0,0.4,49.32,49.0422924789378,49.5977075210622,4.59,4.112715262005745,5.067284737994255,9.87,9.570582341555516,10.169417658444482,0.066,0.04421531901884029,0.08778468098115971,83.73555833131427,82.15768893920878,85.31342772341975,13.0,9.0,8.0,17.0,0.5006056277056277,0.47428838464961903,0.5269228707616362,0.0,0.0,5.78
periodic_full,50.0,0.5,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,119.2357582454859,118.3808447461946,120.0906717447772,13.0,9.0,9.0,18.0,0.12,0.1114031091046744,0.1285968908953256,0.0,0.0,0.0
periodic_partial,50.0,0.5,48.0,48.0,48.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,152.30541152541647,151.76069595993926,152.8501270908937,14.0,9.0,9.0,18.0,0.07683333333333334,0.07107640298184205,0.08259026368482462,0.0,0.0,4.0
threshold,50.0,0.5,49.648,49.58117242007916,49.71482757992084,0.0,0.0,0.0,2.112,1.7110345204749648,2.5129654795250356,4.12,3.9529310501979023,4.287068949802098,41.02316116420929,40.18876406361495,41.857558264803636,19.0,11.0,14.0,25.0,0.6393333333333334,0.6162991122038566,0.6623675544628103,0.0,0.0,0.0
conservative_bandit,50.0,0.5,49.244,48.95124693662229,49.53675306337771,5.104,4.610480055133776,5.5975199448662245,9.594,9.287818549539637,9.900181450460362,0.066,0.04421531901884029,0.08778468098115971,84.5627926241462,82.96989896869293,86.15568627959946,12.0,10.0,7.0,17.0,0.4726214285714286,0.4469276073260366,0.49831524981682057,0.0,0.0,6.584
periodic_full,60.0,0.1,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,132.5075368784196,131.95389036604288,133.0611833907963,15.0,9.25,9.75,19.0,0.11333333333333333,0.10638750419505404,0.12027916247161262,0.0,0.0,10.0
periodic_partial,60.0,0.1,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,156.83973658048882,156.45639584387325,157.22307731710438,14.0,19.0,8.0,27.0,0.10613333333333333,0.09962614374452547,0.11264052292214119,0.0,0.006,4.0
threshold,60.0,0.1,60.0,60.0,60.0,0.0,0.0,0.0,2.43,1.9450727671471477,2.9149272328528526,5.028,4.834029106858859,5.22197089314114,40.70436510044598,39.90240486421072,41.50632533668124,20.0,9.0,16.0,25.0,0.6754000000000001,0.6534047403535408,0.6973952596464594,0.0,0.0,0.0
conservative_bandit,60.0,0.1,58.812,58.36346372257806,59.260536277421934,4.302,3.8964209624022987,4.707579037597701,12.352,12.042779502264745,12.661220497735256,0.08,0.05619628698066174,0.10380371301933827,81.72899589619587,80.23035786234095,83.22763393005079,14.0,10.0,8.0,18.0,0.5940338383838384,0.5720806755295929,0.6159870012380839,0.0,0.0,4.236
periodic_full,60.0,0.2,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,132.9637454455834,132.4276873651218,133.499803526045,15.0,9.0,10.0,19.0,0.11233333333333333,0.1054164438615857,0.11925022280508095,0.0,0.0,10.0
periodic_partial,60.0,0.2,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,156.8643097655107,156.4889311133672,157.23968841765424,14.0,18.0,9.0,27.0,0.10453333333333333,0.09825130349942512,0.11081536316724153,0.0,0.006,4.0
threshold,60.0,0.2,60.0,60.0,60.0,0.0,0.0,0.0,2.79,2.2778870806508307,3.3021129193491694,4.884,4.679154832260332,5.088845167739668,40.813147287903426,40.02953578493681,41.59675879087004,21.0,10.0,16.0,26.0,0.6716666666666666,0.6495801762884839,0.6937531570448494,0.0,0.0,0.0
conservative_bandit,60.0,0.2,58.584,58.082635396270796,59.08536460372921,4.648,4.2219323282516985,5.074067671748301,12.092,11.76305029257464,12.420949707425361,0.092,0.06664038613798584,0.11735961386201416,82.18345188536699,80.69496042280015,83.67194334793383,13.0,10.0,8.0,18.0,0.5642969696969696,0.5413452482043305,0.5872486911896088,0.0,0.0,5.36
periodic_full,60.0,0.3,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,133.0655961758184,132.55925164065283,133.57194071098397,14.0,10.0,9.0,19.0,0.10866666666666666,0.1017009153132829,0.11563241802005042,0.0,0.0,10.0
periodic_partial,60.0,0.3,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,157.3121010177846,156.9316389032398,157.69256313232944,13.5,18.0,9.0,27.0,0.10653333333333333,0.09987319299166322,0.11319347367500343,0.0,0.004,4.0
threshold,60.0,0.3,60.0,60.0,60.0,0.0,0.0,0.0,2.7,2.1943613811963614,3.205638618803639,4.92,4.717744552478544,5.1222554475214555,40.93422332534287,40.13197529517915,41.73647135550659,21.0,10.0,16.0,26.0,0.6728,0.6502371144963718,0.6953628855036281,0.0,0.0,0.0
conservative_bandit,60.0,0.3,59.088,58.72990810437735,59.44609189562265,4.35,3.9443383622664605,4.755661637733539,12.412,12.114165804994409,12.709834195005593,0.074,0.0510317899228456,0.0969682100771544,82.5281793126944,80.99624340742655,84.06011521796226,13.0,9.0,8.0,17.0,0.5738031746031746,0.5517337178295955,0.5958726313767538,0.0,0.0,5.716
periodic_full,60.0,0.4,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,133.0039042894093,132.45906677179838,133.5487418070202,14.0,9.0,9.0,18.0,0.11,0.10307266844220013,0.11692733155779987,0.0,0.0,10.0
periodic_partial,60.0,0.4,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,157.3184031250138,156.9546087276622,157.68219752236539,14.0,19.0,9.0,28.0,0.10746666666666665,0.10111939797739172,0.11381393535594159,0.0,0.006,4.0
threshold,60.0,0.4,60.0,60.0,60.0,0.0,0.0,0.0,3.03,2.501586155080125,3.558413844919875,4.788,4.57663446203205,4.99936553796795,40.84533550323305,40.06965086251072,41.621020143955384,20.0,12.0,15.0,27.0,0.6522666666666667,0.6291977910034837,0.6753355423298496,0.0,0.0,0.0
conservative_bandit,60.0,0.4,58.564,58.07976541399714,59.04823458600286,5.322,4.855941362059238,5.788058637940762,11.73,11.384370281189465,12.075629718810536,0.1,0.07367750491509231,0.1263224950849077,84.90983388725299,83.28306381274432,86.53660396176166,13.0,9.25,8.0,17.25,0.5405283161283162,0.5165777216584947,0.5644789105981377,0.0,0.0,7.356
periodic_full,60.0,0.5,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,132.8832973200666,132.34978145685338,133.4168131832798,14.0,8.0,10.0,18.0,0.11033333333333334,0.10329337576681277,0.1173732908998539,0.0,0.0,10.0
