policy,budget,beta,total_cost_spent,total_cost_spent_ci95_low,total_cost_spent_ci95_high,probes,probes_ci95_low,probes_ci95_high,partial_recal,partial_recal_ci95_low,partial_recal_ci95_high,full_recal,full_recal_ci95_low,full_recal_ci95_high,cumulative_reward_mean,cumulative_reward_ci95_low,cumulative_reward_ci95_high,time_to_failure_median,time_to_failure_IQR,time_to_failure_iqr_q1,time_to_failure_iqr_q3,unnecessary_recalibration_rate,unnecessary_recalibration_rate_ci95_low,unnecessary_recalibration_rate_ci95_high,post_switch_time_to_failure_median,collapse_rate
periodic_partial,60.0,0.3,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,159.11152602654835,158.08634937790148,160.1367026751952,13.0,19.25,7.75,27.0,0.10499999999999998,0.08311152067717979,0.12688847932282019,0.0,0.05
threshold,60.0,0.3,60.0,60.0,60.0,0.0,0.0,0.0,3.375,1.4091193987269885,5.340880601273011,4.65,3.863647759490796,5.436352240509205,42.85813949122672,40.373465099699146,45.3428138827543,23.0,12.0,16.0,28.0,0.6591666666666667,0.5869321090744636,0.7314012242588698,0.0,0.0
conservative_bandit,60.0,0.3,59.1,58.78772201732825,59.41227798267175,4.3,3.7420859362194725,4.857914063780528,12.625,12.365360456964483,12.884639543035517,0.0,0.0,0.0,153.19570751008334,149.87458183544516,156.51683318472152,13.0,19.25,7.75,27.0,0.1133595571095571,0.08729362859735226,0.13942548562176194,0.0,0.0
periodic_full,60.0,0.4,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,131.19146125599354,129.1653224745361,133.21760003745098,12.0,7.25,8.75,16.0,0.09166666666666665,0.06313573178863917,0.12019760154469412,0.0,0.0
periodic_partial,60.0,0.4,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,158.4464066872488,157.32510918571927,159.56770418877835,12.0,15.25,9.0,24.25,0.085,0.06356626457555721,0.1064337354244428,0.0,0.0
threshold,60.0,0.4,60.0,60.0,60.0,0.0,0.0,0.0,2.25,0.5689906878032154,3.9310093121967844,5.1,4.427596275121286,5.772403724878713,40.20713361025726,36.85017957162185,43.56408764889267,19.0,10.5,14.0,24.5,0.6174999999999999,0.541015430116922,0.6939845698830779,0.0,0.0
conservative_bandit,60.0,0.4,59.3,59.000605054596214,59.59939494540378,5.375,4.633329415164484,6.116670584835516,12.075,11.681823879745396,12.468176120254602,0.025,-0.023999999999999994,0.074,148.487995352351,144.58346330996778,152.3925273947342,12.0,15.25,9.0,24.25,0.11256847319347321,0.08843930765892416,0.13669763872802226,0.0,0.0
periodic_full,60.0,0.5,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,134.822554992498,132.76605198681702,136.87905799817898,15.0,8.5,9.75,18.25,0.09166666666666666,0.06313573178863918,0.12019760154469414,0.0,0.0
periodic_partial,60.0,0.5,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,159.07024026751418,157.95084375415632,160.18963678087204,14.0,20.0,8.0,28.0,0.10166666666666666,0.07562248111327297,0.12771085222006034,0.0,0.05
threshold,60.0,0.5,60.0,60.0,60.0,0.0,0.0,0.0,3.0,1.1168929112521755,4.883107088747824,4.8,4.04675716450087,5.5532428354991294,40.96725032535244,38.846887144337614,43.08761350636726,20.0,7.25,17.75,25.0,0.6691666666666667,0.5850039645513565,0.7533293687819769,0.0,0.0
conservative_bandit,60.0,0.5,59.0,58.68614881854203,59.31385118145797,3.95,3.4954572317095693,4.404542768290431,12.775,12.582966415864576,12.967033584135425,0.0,0.0,0.0,155.5965404125002,154.15321273364668,157.0398680913537,14.0,20.0,8.0,28.0,0.12007575757575757,0.0889334495129074,0.15121806563860776,0.0,0.0
periodic_full,70.0,0.1,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,136.15140956152283,134.22550379702196,138.0773153260237,14.0,6.5,10.5,17.0,0.1,0.07713809573402368,0.12286190426597633,0.0,0.0
periodic_partial,70.0,0.1,68.0,68.0,68.0,0.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,0.0,159.80021161608636,158.79243689699734,160.80798633517537,22.0,27.5,6.75,34.25,0.125,0.0998256456958581,0.1501743543041419,0.0,0.0
threshold,70.0,0.1,69.55,69.28788258649693,69.81211741350306,0.0,0.0,0.0,3.825,1.5970019852239203,6.05299801477608,5.425,4.507589052739261,6.342410947260738,44.05460288952959,41.08386346683479,47.02534231222439,23.0,8.0,19.0,27.0,0.7010504201680672,0.6328647364551231,0.7692361038810113,0.0,0.0
conservative_bandit,70.0,0.1,69.5,69.22819690384964,69.77180309615036,3.75,3.3188114220627014,4.181188577937299,15.5,15.26724173428982,15.73275826571018,0.0,0.0,0.0,156.5438198214861,154.39066177747182,158.69697786550037,22.0,27.5,6.75,34.25,0.10056547619047618,0.07882995562287234,0.12230099675808001,0.0,0.0
periodic_full,70.0,0.2,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,138.86595551463077,137.1424168609147,140.58949416834685,12.0,7.25,8.75,16.0,0.1,0.07309847016074537,0.12690152983925465,0.0,0.0
periodic_partial,70.0,0.2,68.0,68.0,68.0,0.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,0.0,160.46680471027955,159.41034820296207,161.52326121759702,21.0,27.25,8.0,35.25,0.12941176470588234,0.10356519682110828,0.1552583325906564,0.0,0.0
threshold,70.0,0.2,69.8,69.61168929112522,69.98831070887478,0.0,0.0,0.0,1.7,0.09935897456434906,3.3006410254356506,6.3,5.640912518938261,6.959087481061738,40.04767295783503,37.93594150198866,42.15940441368141,22.0,8.0,17.0,25.0,0.6531512605042017,0.5755089375305678,0.7307935834778356,0.0,0.0
conservative_bandit,70.0,0.2,69.4,69.11235064080351,69.6876493591965,3.65,3.2952648514158405,4.004735148584159,15.525,15.31460848462072,15.73539151537928,0.0,0.0,0.0,158.26381184197461,156.81286665436082,159.7147570295884,21.0,27.25,8.0,35.25,0.13319940476190478,0.10408248388308117,0.1623163256407284,0.0,0.05
periodic_full,70.0,0.3,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,137.49807301429627,135.85470171336672,139.1414443152258,13.0,8.0,8.0,16.0,0.1,0.0794536172002504,0.12054638279974961,0.0,0.0
periodic_partial,70.0,0.3,68.0,68.0,68.0,0.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,0.0,160.94408880843366,160.01987117732696,161.86830643954036,21.0,37.75,10.0,47.75,0.15294117647058822,0.1262512123772763,0.17963114056390014,0.0,0.05
threshold,70.0,0.3,69.45,69.16972193294552,69.73027806705448,0.0,0.0,0.0,4.675,2.2926364300369313,7.057363569963068,5.075,4.094026765309325,6.055973234690676,41.578441218566226,38.86013671568892,44.296745721443536,21.5,13.5,15.75,29.25,0.6710084033613446,0.5989474984140299,0.7430693083086592,0.0,0.0
conservative_bandit,70.0,0.3,69.5,69.22819690384964,69.77180309615036,3.85,3.27749036510179,4.42250963489821,15.45,15.152668448895763,15.747331551104235,0.0,0.0,0.0,158.72849139988466,157.04110946350067,160.41587333626865,21.0,37.5,10.0,47.5,0.1446496212121212,0.11750286847957833,0.17179637394466404,0.0,0.0
periodic_full,70.0,0.4,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,137.96462499992305,136.37173453545003,139.55751546439606,15.0,8.5,11.75,20.25,0.09285714285714286,0.07147178961401561,0.11424249610027011,0.0,0.0
periodic_partial,70.0,0.4,68.0,68.0,68.0,0.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,0.0,160.3606274519471,159.45082312877278,161.2704317751214,21.0,24.25,10.75,35.0,0.125,0.10051195837934263,0.14948804162065737,0.0,0.05
threshold,70.0,0.4,69.65,69.41149375108976,69.88850624891025,0.0,0.0,0.0,2.975,0.9476968842630065,5.002303115736994,5.775,4.940228128814179,6.6097718711858215,39.599138582262626,37.14743105841424,42.05084610611101,22.0,7.5,17.75,25.25,0.6334033613445378,0.5537714476277795,0.713035275061296,0.0,0.0
conservative_bandit,70.0,0.4,69.6,69.34891905483362,69.85108094516637,3.95,3.3976308369326795,4.502369163067321,15.425,15.136602526772334,15.713397473227667,0.0,0.0,0.0,156.6515846396028,154.72211135264277,158.5810579265628,21.0,24.25,10.75,35.0,0.12342490842490843,0.10127492489762094,0.14557489195219592,0.0,0.05
periodic_full,70.0,0.5,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,137.05939859038617,135.46713174899014,138.6516654317822,12.0,8.5,8.75,17.25,0.09642857142857143,0.07315814340258059,0.11969899945456228,0.0,0.0
periodic_partial,70.0,0.5,68.0,68.0,68.0,0.0,0.0,0.0,17.0,17.0,17.0,0.0,0.0,0.0,159.666159106236,158.3240213842421,161.0082968282299,12.0,24.5,7.0,31.5,0.13088235294117648,0.09931113198403432,0.16245357389831863,0.0,0.0
threshold,70.0,0.5,69.65,69.41149375108976,69.88850624891025,0.0,0.0,0.0,2.975,0.9476968842630065,5.002303115736994,5.775,4.940228128814179,6.6097718711858215,41.83608232657302,38.257357745938606,45.414806907207435,21.0,12.0,16.0,28.0,0.6987394957983193,0.6333803934363972,0.7640985981602414,0.0,0.0
conservative_bandit,70.0,0.5,69.35,69.056,69.64399999999999,4.275,3.7224636802748763,4.827536319725124,15.2,14.917533936687825,15.482466063312174,0.0,0.0,0.0,156.6149479864628,154.86962095893176,158.36027501399383,12.0,24.5,7.0,31.5,0.14830242673992675,0.12257809748905475,0.17402675599079873,0.0,0.025
periodic_full,80.0,0.1,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,143.08370344076565,141.9073920792208,144.26001480231048,13.0,9.25,11.0,20.25,0.08125,0.06253781591226365,0.09996218408773636,0.0,0.0
periodic_partial,80.0,0.1,80.0,80.0,80.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,162.06934632698025,161.18568767676476,162.95300497719575,28.0,40.5,10.0,50.5,0.16875,0.14164056484618365,0.19585943515381637,0.0,0.075
threshold,80.0,0.1,80.0,80.0,80.0,0.0,0.0,0.0,2.5,0.42406956294600784,4.575930437053993,7.0,6.169627825178403,7.830372174821597,41.063887504466244,38.485536136085855,43.64223887284663,22.0,10.25,17.75,28.0,0.69625,0.6170346286122286,0.7754653713877715,0.0,0.0
conservative_bandit,80.0,0.1,78.4,78.14891905483363,78.65108094516638,3.3,3.125255057664621,3.4747449423353785,17.95,17.881597720835693,18.018402279164306,0.0,0.0,0.0,158.8119081076391,157.82952028976834,159.79429592550989,28.0,40.0,10.0,50.0,0.15163398692810456,0.1269597295060086,0.17630824435020054,0.0,0.075
periodic_full,80.0,0.2,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,142.13072013080586,140.94583635203549,143.31560390957623,12.5,8.0,9.0,17.0,0.06875,0.04923262608301557,0.08826737391698444,0.0,0.0
periodic_partial,80.0,0.2,80.0,80.0,80.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,162.03132868138692,161.2146978923448,162.84795947042906,28.0,51.0,8.0,59.0,0.16999999999999998,0.1382637633304023,0.20173623666959767,0.0,0.05
threshold,80.0,0.2,80.0,80.0,80.0,0.0,0.0,0.0,4.5,1.8788258649693175,7.1211741350306825,6.2,5.1515303459877275,7.248469654012273,43.22369217323308,39.95278422415004,46.49460012231613,25.5,9.25,19.75,29.0,0.621875,0.5493406651814873,0.6944093348185126,0.0,0.0
conservative_bandit,80.0,0.2,78.35,78.11149375108975,78.58850624891024,3.275,3.1032757875889216,3.446724212411078,17.95,17.881597720835693,18.018402279164306,0.0,0.0,0.0,158.92795663985717,158.07010101070344,159.7858122690109,28.0,60.0,8.0,68.0,0.18513071895424837,0.1566296654929555,0.21363177241554124,0.0,0.075
periodic_full,80.0,0.3,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,144.07393550515297,142.9562974724419,145.19157353786406,15.0,7.75,12.5,20.25,0.0875,0.06749583376727071,0.10750416623272928,0.0,0.0
periodic_partial,80.0,0.3,80.0,80.0,80.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,162.08356677807942,161.3184747541065,162.84865880205234,27.5,40.0,7.0,47.0,0.17250000000000001,0.14648866617838513,0.1985113338216149,0.0,0.05
threshold,80.0,0.3,80.0,80.0,80.0,0.0,0.0,0.0,2.0,0.11689291125217549,3.8831070887478245,7.2,6.4467571645008706,7.95324283549913,40.739871845844974,37.642279246497424,43.83746444519252,24.0,9.5,19.0,28.5,0.733125,0.6680815787289673,0.7981684212710327,0.0,0.0
conservative_bandit,80.0,0.3,78.75,78.44611490025643,79.05388509974357,3.475,3.203310178743555,3.746689821256445,17.95,17.852,18.048,0.0,0.0,0.0,158.7395211436057,157.68590944989333,159.7931328373181,27.5,40.0,7.0,47.0,0.1769097222222222,0.1477619753612746,0.2060574690831698,0.0,0.05
periodic_full,80.0,0.4,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,142.51471553796137,141.15952480244175,143.86990627348098,11.0,7.25,7.75,15.0,0.075,0.0505,0.09949999999999999,0.0,0.0
periodic_partial,80.0,0.4,80.0,80.0,80.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,162.230258863397,161.42384173051408,163.03667599627994,10.0,42.5,6.75,49.25,0.18125,0.15436861882554853,0.20813138117445146,0.0,0.1
threshold,80.0,0.4,80.0,80.0,80.0,0.0,0.0,0.0,4.5,1.8788258649693175,7.1211741350306825,6.2,5.1515303459877275,7.248469654012273,41.82924541414487,37.88584829854574,45.772642529744004,20.5,15.25,13.0,28.25,0.566875,0.48976983216378245,0.6439801678362176,0.0,0.0
conservative_bandit,80.0,0.4,78.45,78.18788258649694,78.71211741350307,3.525,3.219196350913087,3.8308036490869126,17.85,17.71777214692734,17.98222785307266,0.0,0.0,0.0,158.78663388388455,157.6013486543968,159.9719191133723,10.0,42.5,6.75,49.25,0.17838031045751634,0.147326538233026,0.2094340826820067,0.0,0.1
periodic_full,80.0,0.5,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,143.00048787601926,141.69042985606592,144.3105458959726,13.0,12.0,7.0,19.0,0.090625,0.06915947344861521,0.11209052655138478,0.0,0.0
periodic_partial,80.0,0.5,80.0,80.0,80.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,162.44561346743586,161.84131724984735,163.04990968502437,39.0,52.0,17.0,69.0,0.18625,0.1593,0.2132,0.0,0.025
threshold,80.0,0.5,80.0,80.0,80.0,0.0,0.0,0.0,2.5,0.42406956294600784,4.575930437053993,7.0,6.169627825178403,7.830372174821597,42.88895587943959,39.812324562293426,45.96558719658576,25.0,10.25,20.75,31.0,0.693125,0.6251292234767483,0.7611207765232517,0.0,0.0
conservative_bandit,80.0,0.5,78.7,78.40060505459623,78.99939494540378,3.5,3.278073701307659,3.721926298692341,17.925,17.842334315555878,18.007665684444124,0.0,0.0,0.0,159.64981104091441,158.63648585831723,160.6631362235116,39.0,55.0,17.0,72.0,0.2091503267973856,0.17952941760737362,0.23877123598739758,0.0,0.1
periodic_full,90.0,0.1,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,145.03086519029105,143.90461999003716,146.15711039054494,14.5,6.25,11.75,18.0,0.08333333333333333,0.06307432668376262,0.10359233998290404,0.0,0.0
periodic_partial,90.0,0.1,80.0,80.0,80.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,161.01142344844146,160.05444188134481,161.9684050155381,24.0,40.5,7.0,47.5,0.16,0.12997836677429989,0.19002163322570012,0.0,0.025
threshold,90.0,0.1,89.5,89.22819690384964,89.77180309615036,0.0,0.0,0.0,5.5,2.510165942346015,8.489834057653985,6.75,5.52688606732337,7.97311393267663,39.576746516861874,36.42956757823034,42.72392545549341,22.5,11.0,19.5,30.5,0.6412878787878787,0.5692661858107034,0.713309571765054,0.0,0.0
conservative_bandit,90.0,0.1,86.5,86.19409570794538,86.80590429205462,3.25,3.097047853972692,3.402952146027308,20.0,20.0,20.0,0.0,0.0,0.0,160.96422069138862,160.14024449699284,161.7881968857844,24.0,40.5,7.0,47.5,0.17625,0.14907252181469333,0.20342747818530665,0.0,0.025
periodic_full,90.0,0.2,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,144.16200101107074,143.10342323745368,145.2205787846878,14.0,4.5,11.5,16.0,0.08611111111111111,0.06784468740846869,0.10437753481375353,0.0,0.0
periodic_partial,90.0,0.2,80.0,80.0,80.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,161.921968040933,161.10939219545745,162.73454388640855,30.0,52.5,9.75,62.25,0.15125,0.12441446218642917,0.1780855378135708,0.0,0.125
threshold,90.0,0.2,89.75,89.5424069562946,89.9575930437054,0.0,0.0,0.0,2.75,0.4664765192406084,5.033523480759392,7.875,6.940831303325703,8.809168696674297,39.968073075916564,37.29783027675875,42.638315875074376,24.5,11.25,18.0,29.25,0.7228535353535352,0.661366310665944,0.7843407600411265,0.0,0.0
conservative_bandit,90.0,0.2,86.65,86.29526485141585,87.00473514858416,3.325,3.1476324257079207,3.5023675742920797,20.0,20.0,20.0,0.0,0.0,0.0,160.92946766786767,159.96391603616084,161.8950192995745,30.0,61.75,9.75,71.5,0.16875,0.1435226555052576,0.1939773444947424,0.0,0.075
periodic_full,90.0,0.3,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,146.40791404934168,145.24594566256036,147.569882436123,13.5,8.0,10.0,18.0,0.08333333333333333,0.060267439588288965,0.10639922707837769,0.0,0.0
periodic_partial,90.0,0.3,80.0,80.0,80.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,162.271956357769,161.33780424805468,163.20610846748332,20.0,61.5,7.0,68.5,0.19875,0.16688067647327165,0.23061932352672837,0.0,0.15
threshold,90.0,0.3,89.65,89.41149375108976,89.88850624891025,0.0,0.0,0.0,3.85,1.2264312619874205,6.473568738012579,7.425,6.351721879903945,8.498278120096055,41.81075464567864,39.0511940311185,44.570315260238786,23.5,13.5,18.0,31.5,0.7190656565656566,0.6473181679119149,0.7908131452193983,0.0,0.0
conservative_bandit,90.0,0.3,86.75,86.36083719048746,87.13916280951254,3.525,3.109888059582812,3.940111940417188,19.925,19.778000000000002,20.072,0.0,0.0,0.0,161.100810769298,159.83886454191781,162.36275699667817,20.0,65.5,7.0,72.5,0.20066176470588237,0.1703529318676315,0.23097059754413324,0.0,0.075
periodic_full,90.0,0.4,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,145.46372293595104,144.44922657299983,146.47821929890225,14.0,7.25,11.0,18.25,0.06666666666666667,0.04353496424653696,0.08979836908679636,0.0,0.0
periodic_partial,90.0,0.4,80.0,80.0,80.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,161.74159120947442,160.80965089042573,162.6735315285231,30.0,42.75,14.5,57.25,0.17375000000000002,0.14276216222864868,0.20473783777135135,0.0,0.1
threshold,90.0,0.4,89.8,89.61168929112522,89.98831070887478,0.0,0.0,0.0,2.2,0.12858220237739326,4.2714177976226075,8.1,7.252601810063479,8.947398189936521,42.19524564220639,39.13515310524842,45.255338179164355,23.0,10.5,18.75,29.25,0.6887626262626262,0.6334089209108926,0.7441163316143597,0.0,0.0
conservative_bandit,90.0,0.4,87.2,86.76060834595884,87.63939165404116,4.1,3.4166976117075585,4.783302388292441,19.75,19.471484705571186,20.028515294428814,0.0,0.0,0.0,160.16916468353557,158.561584219855,161.77674514721613,30.0,44.0,14.5,58.5,0.17816176470588235,0.15030420310087322,0.20601932631089148,0.0,0.075
periodic_full,90.0,0.5,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,146.5432505405609,145.36192843745152,147.72457264367029,14.0,7.5,10.75,18.25,0.075,0.0538058986148677,0.09619410138513229,0.0,0.0
periodic_partial,90.0,0.5,80.0,80.0,80.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,161.57444690118146,160.74006808444318,162.40882571791974,18.5,40.5,8.75,49.25,0.17625,0.1493,0.2032,0.0,0.025
threshold,90.0,0.5,89.6,89.34891905483362,89.85108094516637,0.0,0.0,0.0,4.4,1.6381096031698577,7.1618903968301435,7.2,6.070135746751306,8.329864253248696,41.91543800558825,38.32222890111513,45.50864711006137,21.0,14.25,15.75,30.0,0.6741161616161616,0.6047978662719847,0.7434344569603385,0.0,0.0
conservative_bandit,90.0,0.5,86.9,86.50424871835574,87.29575128164427,3.6,3.2233785822504353,3.976621417749565,19.925,19.778000000000002,20.072,0.0,0.0,0.0,160.94620707584914,159.97665526596288,161.9157588857354,18.5,40.5,8.75,49.25,0.18316176470588236,0.1561307868414649,0.21019274257029982,0.0,0.05
periodic_full,100.0,0.1,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,146.35917894040773,145.2890886640077,147.42926921680777,15.0,8.25,11.0,19.25,0.0875,0.06402663812001531,0.11097336187998467,0.0,0.0
periodic_partial,100.0,0.1,100.0,100.0,100.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,162.7191433010425,162.1428355690014,163.2954510330836,30.5,74.0,8.0,82.0,0.24000000000000005,0.2135172082965135,0.2664827917034866,0.0,0.125
threshold,100.0,0.1,100.0,100.0,100.0,0.0,0.0,0.0,3.75,0.9483178130053589,6.5516821869946416,8.5,7.379327125202144,9.620672874797856,40.56267472843559,36.94245865413503,44.182890802736146,24.0,12.25,18.75,31.0,0.6775,0.6017169618463678,0.7532830381536322,0.0,0.0
conservative_bandit,100.0,0.1,98.45,98.18788258649694,98.71211741350307,3.525,3.272086768704952,3.777913231295048,22.85,22.737932712520216,22.962067287479787,0.0,0.0,0.0,160.46784155411473,159.71647072994344,161.21921237828602,30.5,65.75,8.0,73.75,0.26620553359683796,0.23255562598261326,0.29985544121106267,0.0,0.125
periodic_full,100.0,0.2,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,146.3548236522403,145.37642645431993,147.33322085016067,15.0,9.5,11.5,21.0,0.085,0.06220524126819884,0.10779475873180117,0.0,0.0
periodic_partial,100.0,0.2,100.0,100.0,100.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,162.75136027184928,161.95358755151176,163.5491329921868,46.5,66.5,6.75,73.25,0.24100000000000002,0.20554870643566564,0.2764512935643344,0.0,0.1
threshold,100.0,0.2,100.0,100.0,100.0,0.0,0.0,0.0,4.375,1.3936718886220683,7.356328111377932,8.25,7.057468755448827,9.442531244551173,41.175306779393836,38.05075241638373,44.29986114240394,25.0,14.0,19.25,33.25,0.713,0.6529969399070945,0.7730030600929054,0.0,0.0
conservative_bandit,100.0,0.2,98.3,98.07586542504042,98.52413457495958,3.2,3.056175320401753,3.343824679598247,22.975,22.926000000000002,23.024,0.0,0.0,0.0,160.97341107501398,160.1137217581824,161.83310039184556,46.5,91.25,6.75,98.0,0.25014822134387354,0.21310521726635673,0.28719122542139036,0.0,0.125
periodic_full,100.0,0.3,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,146.2161019324805,145.20541215809695,147.22679170686408,13.5,9.25,8.75,18.0,0.05500000000000001,0.03521243591778685,0.07478756408221317,0.0,0.0
periodic_partial,100.0,0.3,100.0,100.0,100.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,163.1736059254346,162.52876748498818,163.81844436588102,23.0,90.0,6.75,96.75,0.23700000000000002,0.2107582122247545,0.26324178777524554,0.0,0.2
threshold,100.0,0.3,100.0,100.0,100.0,0.0,0.0,0.0,2.5,0.14611613906521903,4.853883860934781,9.0,8.058446455626088,9.941553544373912,40.605928406163365,37.75021640852699,43.46164040379974,23.0,10.25,19.75,30.0,0.6145,0.5548519657512204,0.6741480342487797,0.0,0.0
conservative_bandit,100.0,0.3,98.6,98.3123506408035,98.88764935919649,3.6,3.2366909911694512,3.963309008830549,22.85,22.684668631111755,23.015331368888248,0.0,0.0,0.0,160.43585432099474,159.38551778716237,161.4861908548271,23.0,75.25,6.75,82.0,0.21081521739130435,0.18020353497927252,0.24142689980333618,0.0,0.125
periodic_full,100.0,0.4,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,145.61436457450628,144.56624271772145,146.66248643129111,13.5,8.75,9.5,18.25,0.0775,0.05705445631903479,0.09794554368096521,0.0,0.0
periodic_partial,100.0,0.4,100.0,100.0,100.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,162.5498606183604,161.8169419538722,163.28277928284862,23.0,55.25,8.0,63.25,0.23200000000000004,0.19581035932331342,0.26818964067668666,0.0,0.15
threshold,100.0,0.4,100.0,100.0,100.0,0.0,0.0,0.0,8.75,5.007563182452731,12.492436817547269,6.5,5.003025272981093,7.996974727018907,44.11783915662786,40.846371560826555,47.389306752429164,27.5,16.0,21.0,37.0,0.6555,0.599717642803849,0.711282357196151,0.0,0.0
conservative_bandit,100.0,0.4,98.7,98.40060505459623,98.99939494540378,3.85,3.3412608849523293,4.358739115047671,22.75,22.519901916120258,22.980098083879742,0.0,0.0,0.0,160.11733970947188,159.10597391809296,161.1287055008508,23.0,59.25,8.0,67.25,0.24206827592697158,0.2043352046485042,0.279801347205439,0.0,0.15
periodic_full,100.0,0.5,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,146.64883494454725,145.64586960390812,147.65180028518637,12.0,8.5,9.75,18.25,0.0875,0.06622804301795074,0.10877195698204925,0.0,0.0
periodic_partial,100.0,0.5,100.0,100.0,100.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,163.23261767105183,162.49904858056723,163.96618676153642,47.0,88.25,14.75,103.0,0.25,0.22168373485441853,0.27831626514558144,0.0,0.2
threshold,100.0,0.5,100.0,100.0,100.0,0.0,0.0,0.0,5.0,1.8614881854202925,8.138511814579708,8.0,6.744595274168117,9.255404725831884,40.589735252371064,37.592404960739344,43.58706554400278,25.0,9.0,20.0,29.0,0.6425000000000001,0.5798053296339498,0.7051946703660503,0.0,0.0
conservative_bandit,100.0,0.5,98.85,98.53969973185596,99.16030026814403,4.225,3.6357971704421517,4.814202829557847,22.6,22.31235064080351,22.887649359196494,0.0,0.0,0.0,159.8792304259273,158.6981998556726,161.06026099618197,47.0,82.75,14.75,97.5,0.22724802371541503,0.20045110047366974,0.2540449469571603,0.0,0.2
periodic_full,120.0,0.1,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,148.06862489017584,147.07496343486716,149.06228634548452,16.5,9.0,10.0,19.0,0.075,0.05491052776733807,0.09508947223266193,0.0,0.0
periodic_partial,120.0,0.1,116.0,116.0,116.0,0.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,0.0,162.0284094196188,161.28132350183085,162.77549533740677,62.5,76.5,26.75,103.25,0.26465517241379305,0.2401682479478478,0.2891420968797383,0.0,0.225
