policy,budget,beta,total_cost_spent,total_cost_spent_ci95_low,total_cost_spent_ci95_high,probes,probes_ci95_low,probes_ci95_high,partial_recal,partial_recal_ci95_low,partial_recal_ci95_high,full_recal,full_recal_ci95_low,full_recal_ci95_high,cumulative_reward_mean,cumulative_reward_ci95_low,cumulative_reward_ci95_high,time_to_failure_median,time_to_failure_IQR,time_to_failure_iqr_q1,time_to_failure_iqr_q3,unnecessary_recalibration_rate,unnecessary_recalibration_rate_ci95_low,unnecessary_recalibration_rate_ci95_high,post_switch_time_to_failure_median,collapse_rate
periodic_full,30.0,0.2,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,76.07991430380497,71.27985152677539,80.87997708083455,11.5,9.5,7.75,17.25,0.20833333333333331,0.15768581670940654,0.2589808499572601,0.0,0.0
periodic_partial,30.0,0.2,28.0,28.0,28.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,138.75062112171662,135.9371667243034,141.56407551912983,12.5,8.75,9.75,18.5,0.09642857142857143,0.0710903465297029,0.12176679632743996,0.0,0.0
threshold,30.0,0.2,29.7,29.47586542504043,29.92413457495957,0.0,0.0,0.0,1.05,0.26552898764150046,1.8344710123584997,2.55,2.213798137560643,2.8862018624393566,40.888702106790376,38.20976946220097,43.567634751379785,15.0,11.25,10.75,22.0,0.5797619047619047,0.4770904790757789,0.6824333304480305,0.0,0.0
conservative_bandit,30.0,0.2,28.65,28.355999999999998,28.944,4.475,4.117240626634648,4.832759373365351,4.925,4.778,5.072,0.0,0.0,0.0,125.49882017441237,120.45249789724161,130.54514245158313,12.5,8.75,9.75,18.5,0.13333333333333333,0.10216692947686107,0.1644997371898056,0.0,0.0
periodic_full,30.0,0.3,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,78.368733499108,74.2111408642321,82.5263261339839,12.0,8.0,8.0,16.0,0.14166666666666666,0.08994995530932848,0.19338337802400485,0.0,0.0
periodic_partial,30.0,0.3,28.0,28.0,28.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,140.01781505067757,137.5843322540954,142.45129784725975,11.5,8.0,8.0,16.0,0.06428571428571428,0.039830627247405014,0.08874080132402354,0.0,0.0
threshold,30.0,0.3,29.65,29.411493751089765,29.888506248910232,0.0,0.0,0.0,1.225,0.390228128814179,2.0597718711858213,2.475,2.1172406266346484,2.8327593733653518,39.895909363410865,37.05500281606693,42.7368159107548,14.0,7.25,11.0,18.25,0.55,0.4440595770285336,0.6559404229714665,0.0,0.0
conservative_bandit,30.0,0.3,29.0,28.68614881854203,29.31385118145797,4.5,4.0506334943386895,4.9493665056613105,5.0,4.7894622270324065,5.2105377729675935,0.0,0.0,0.0,125.74423679636377,119.91768816274026,131.57078542998727,11.5,8.0,8.0,16.0,0.09083333333333334,0.055589066053839835,0.12607760061282683,0.0,0.0
periodic_full,30.0,0.4,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,77.44762428876496,73.55868060461242,81.33656797291749,13.0,8.25,8.75,17.0,0.18333333333333332,0.1312870028880415,0.23537966377862515,0.0,0.0
periodic_partial,30.0,0.4,28.0,28.0,28.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,138.98059921681784,136.00154845773005,141.95964997590562,12.0,10.25,6.75,17.0,0.07857142857142857,0.056265858380589215,0.10087699876226792,0.0,0.0
threshold,30.0,0.4,29.65,29.411493751089765,29.888506248910232,0.0,0.0,0.0,1.225,0.390228128814179,2.0597718711858213,2.475,2.1172406266346484,2.8327593733653518,42.597360466078214,39.494768028378026,45.6999529037784,16.0,8.5,13.5,22.0,0.5833333333333333,0.4862032915633175,0.6804633751033491,0.0,0.0
conservative_bandit,30.0,0.4,28.7,28.400605054596216,28.999394945403782,4.6,4.25762878146367,4.942371218536329,4.875,4.749704963570594,5.000295036429406,0.0,0.0,0.0,124.75798566306364,120.01567961842076,129.5002917077065,12.0,10.25,6.75,17.0,0.11499999999999999,0.08204562594691306,0.14795437405308692,0.0,0.0
periodic_full,30.0,0.5,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,78.87709407052152,73.97388316053402,83.78030498050903,15.0,9.25,10.0,19.25,0.20833333333333331,0.15768581670940654,0.2589808499572601,0.0,0.0
periodic_partial,30.0,0.5,28.0,28.0,28.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,139.00295822827155,136.0932578963248,141.91265856021832,14.0,8.75,8.5,17.25,0.08928571428571427,0.0675796357326028,0.11099179283882575,0.0,0.0
threshold,30.0,0.5,29.6,29.348919054833626,29.851080945166377,0.0,0.0,0.0,1.4,0.5212166919176818,2.278783308082318,2.4,2.023378582250435,2.7766214177495647,43.60257849654049,40.24714815600252,46.95800883707846,18.0,9.0,13.0,22.0,0.6428571428571428,0.5356565560492068,0.7500577296650788,0.0,0.0
conservative_bandit,30.0,0.5,29.2,28.892489900103328,29.50751009989667,5.15,4.636443172195506,5.663556827804495,4.725,4.503212448616433,4.946787551383566,0.0,0.0,0.0,114.39204623834989,107.04315938313535,121.74093309356444,14.0,8.75,8.5,17.25,0.14791666666666664,0.10763251789261233,0.18820081544072095,0.0,0.0
periodic_full,40.0,0.1,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,108.1564561827415,105.70379646434694,110.60911590113605,14.0,7.25,12.0,19.25,0.1625,0.1250756318245273,0.1999243681754727,0.0,0.0
periodic_partial,40.0,0.1,40.0,40.0,40.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,149.66831461278474,147.68452647358103,151.65210275198845,14.5,8.25,11.0,19.25,0.0675,0.051210700381806404,0.0837892996181936,0.0,0.0
threshold,40.0,0.1,40.0,40.0,40.0,0.0,0.0,0.0,1.75,0.5574687554488271,2.942531244551173,3.3,2.8229875021795308,3.777012497820469,41.153084841752886,38.61871592867459,43.68745375483118,18.0,10.0,12.0,22.0,0.6725,0.5842895305358999,0.7607104694641,0.0,0.0
conservative_bandit,40.0,0.1,39.65,39.411493751089765,39.88850624891023,5.475,4.978819744292615,5.9711802557073845,7.175,6.965782226082302,7.3842177739176975,0.0,0.0,0.0,132.89287696816388,128.33902094630434,137.4467329900234,14.5,8.25,11.0,19.25,0.09613095238095237,0.07269855051377373,0.11956335424813101,0.0,0.0
periodic_full,40.0,0.2,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,107.81933726520086,104.72600416646694,110.91267036393478,16.0,8.5,10.5,19.0,0.1625,0.1250756318245273,0.1999243681754727,0.0,0.0
